companyName,employees,industry,linkedin_id,page,revenue,source_url,url
Havaianas Europe - an Alpargatas Brand,1 mil+ empleado,Industria textil y moda,20493920,[14],10 mills. US$ - 20 mills. US$,https://www.linkedin.com/sales/search/company?page=14&savedSearchId=1980479034&sessionId=aneSnXTZSSGQC%2F1h6JFLxQ%3D%3D,https://www.linkedin.com/company/20493920/
Vicky Foods,618 empleados,Servicios de alimentos y bebidas,40676039,[14],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=14&savedSearchId=1980479034&sessionId=aneSnXTZSSGQC%2F1h6JFLxQ%3D%3D,https://www.linkedin.com/company/40676039/
APPLE TREE,1 mil+ empleado,Servicios de publicidad,126164,[14],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=14&savedSearchId=1980479034&sessionId=aneSnXTZSSGQC%2F1h6JFLxQ%3D%3D,https://www.linkedin.com/company/126164/
Applus+ Europe,"1,5 mil+ empleado",Consultoría y servicios a empresas,3631668,[14],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=14&savedSearchId=1980479034&sessionId=aneSnXTZSSGQC%2F1h6JFLxQ%3D%3D,https://www.linkedin.com/company/3631668/
Paradigma Digital,726 empleados,Servicios y consultoría de TI,834590,[14],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=14&savedSearchId=1980479034&sessionId=aneSnXTZSSGQC%2F1h6JFLxQ%3D%3D,https://www.linkedin.com/company/834590/
IGNIS,656 empleados,Generación de energía eléctrica,10474726,[14],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=14&savedSearchId=1980479034&sessionId=aneSnXTZSSGQC%2F1h6JFLxQ%3D%3D,https://www.linkedin.com/company/10474726/
FERCHAU Spain,286 empleados,Servicios y consultoría de TI,28625906,[14],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=14&savedSearchId=1980479034&sessionId=aneSnXTZSSGQC%2F1h6JFLxQ%3D%3D,https://www.linkedin.com/company/28625906/
Grant Thornton España,891 empleados,Consultoría y servicios a empresas,1405372,[14],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=14&savedSearchId=1980479034&sessionId=aneSnXTZSSGQC%2F1h6JFLxQ%3D%3D,https://www.linkedin.com/company/1405372/
Camper,1 mil+ empleado,Industria textil y moda,35872,[14],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=14&savedSearchId=1980479034&sessionId=aneSnXTZSSGQC%2F1h6JFLxQ%3D%3D,https://www.linkedin.com/company/35872/
AENOR,1 mil+ empleado,Desarrollo y comercio internacional,24868,[15],100 mills. US$ - 500 mills. US$,https://www.linkedin.com/sales/search/company?page=15&savedSearchId=1980479034&sessionId=GNE1jwWAS9iK2kf0zAWTvw%3D%3D,https://www.linkedin.com/company/24868/
AEDAS Homes,346 empleados,Bienes inmuebles,11026955,[15],100 mills. US$ - 500 mills. US$,https://www.linkedin.com/sales/search/company?page=15&savedSearchId=1980479034&sessionId=GNE1jwWAS9iK2kf0zAWTvw%3D%3D,https://www.linkedin.com/company/11026955/
Grupo Ortiz,1 mil+ empleado,Construcción,615406,[15],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=15&savedSearchId=1980479034&sessionId=GNE1jwWAS9iK2kf0zAWTvw%3D%3D,https://www.linkedin.com/company/615406/
Grupo Viajes El Corte Inglés,"3,5 mil+ empleados",Organización de viajes,65954,[15],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=15&savedSearchId=1980479034&sessionId=GNE1jwWAS9iK2kf0zAWTvw%3D%3D,https://www.linkedin.com/company/65954/
Universidade de Vigo,"2,5 mil+ empleados",Enseñanza superior,30664,[15],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=15&savedSearchId=1980479034&sessionId=GNE1jwWAS9iK2kf0zAWTvw%3D%3D,https://www.linkedin.com/company/30664/
Vocento,617 empleados,Medios de comunicación y telecomunicaciones,25838,[15],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=15&savedSearchId=1980479034&sessionId=GNE1jwWAS9iK2kf0zAWTvw%3D%3D,https://www.linkedin.com/company/25838/
SCALPERS,1 mil+ empleado,Industria textil y moda,1378892,[15],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=15&savedSearchId=1980479034&sessionId=GNE1jwWAS9iK2kf0zAWTvw%3D%3D,https://www.linkedin.com/company/1378892/
Grupo TECDATA Engineering,319 empleados,Servicios y consultoría de TI,27238693,[15],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=15&savedSearchId=1980479034&sessionId=GNE1jwWAS9iK2kf0zAWTvw%3D%3D,https://www.linkedin.com/company/27238693/
Universidad de La Laguna,"2,5 mil+ empleados",Enseñanza superior,387945,[15],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=15&savedSearchId=1980479034&sessionId=GNE1jwWAS9iK2kf0zAWTvw%3D%3D,https://www.linkedin.com/company/387945/
TECNALIA Research & Innovation,1 mil+ empleado,Servicios de investigación,1281275,[15],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=15&savedSearchId=1980479034&sessionId=GNE1jwWAS9iK2kf0zAWTvw%3D%3D,https://www.linkedin.com/company/1281275/
PERSÁN,1 mil+ empleado,Fabricación de productos químicos,945012,[15],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=15&savedSearchId=1980479034&sessionId=GNE1jwWAS9iK2kf0zAWTvw%3D%3D,https://www.linkedin.com/company/945012/
Mercedes-Benz Group Services Madrid,792 empleados,Fabricación de vehículos de motor,11232356,[15],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=15&savedSearchId=1980479034&sessionId=GNE1jwWAS9iK2kf0zAWTvw%3D%3D,https://www.linkedin.com/company/11232356/
EULEN Flexiplán,1 mil+ empleado,Servicios de recursos humanos,2844998,[15],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=15&savedSearchId=1980479034&sessionId=GNE1jwWAS9iK2kf0zAWTvw%3D%3D,https://www.linkedin.com/company/2844998/
Universidad de Las Palmas de Gran Canaria,2 mil+ empleados,Enseñanza superior,209769,[15],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=15&savedSearchId=1980479034&sessionId=GNE1jwWAS9iK2kf0zAWTvw%3D%3D,https://www.linkedin.com/company/209769/
Fira Barcelona,722 empleados,Servicios de eventos,114375,[15],50 mills. US$ - 100 mills. US$,https://www.linkedin.com/sales/search/company?page=15&savedSearchId=1980479034&sessionId=GNE1jwWAS9iK2kf0zAWTvw%3D%3D,https://www.linkedin.com/company/114375/
Volkswagen Group Retail Spain,367 empleados,Fabricación de vehículos de motor,3525651,[15],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=15&savedSearchId=1980479034&sessionId=GNE1jwWAS9iK2kf0zAWTvw%3D%3D,https://www.linkedin.com/company/3525651/
Fundación Don Bosco,767 empleados,Organizaciones comunitarias y sociales,11163363,[15],100 mills. US$ - 500 mills. US$,https://www.linkedin.com/sales/search/company?page=15&savedSearchId=1980479034&sessionId=GNE1jwWAS9iK2kf0zAWTvw%3D%3D,https://www.linkedin.com/company/11163363/
Grupo Oesía,2 mil+ empleados,Servicios y consultoría de TI,247724,[15],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=15&savedSearchId=1980479034&sessionId=GNE1jwWAS9iK2kf0zAWTvw%3D%3D,https://www.linkedin.com/company/247724/
ENEB - Escuela de Negocios Europea de Barcelona,252 empleados,Enseñanza superior,15101259,[15],10 mills. US$ - 20 mills. US$,https://www.linkedin.com/sales/search/company?page=15&savedSearchId=1980479034&sessionId=GNE1jwWAS9iK2kf0zAWTvw%3D%3D,https://www.linkedin.com/company/15101259/
ABANCA,4 mil+ empleados,Banca,5258170,[15],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=15&savedSearchId=1980479034&sessionId=GNE1jwWAS9iK2kf0zAWTvw%3D%3D,https://www.linkedin.com/company/5258170/
Universidade da Coruña,2 mil+ empleados,Enseñanza superior,47842,[15],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=15&savedSearchId=1980479034&sessionId=GNE1jwWAS9iK2kf0zAWTvw%3D%3D,https://www.linkedin.com/company/47842/
UNOde50,509 empleados,Comercio al por menor de artículos de lujo y joyería,354158,[15],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=15&savedSearchId=1980479034&sessionId=GNE1jwWAS9iK2kf0zAWTvw%3D%3D,https://www.linkedin.com/company/354158/
CODERE,"3,5 mil+ empleados",Proveedores de entretenimiento,51328,[15],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=15&savedSearchId=1980479034&sessionId=GNE1jwWAS9iK2kf0zAWTvw%3D%3D,https://www.linkedin.com/company/51328/
PreZero España,"1,5 mil+ empleado",Servicios medioambientales,80748090,[15],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=15&savedSearchId=1980479034&sessionId=GNE1jwWAS9iK2kf0zAWTvw%3D%3D,https://www.linkedin.com/company/80748090/
La Vanguardia,651 empleados,Edición de periódicos,39020,[15],50 mills. US$ - 100 mills. US$,https://www.linkedin.com/sales/search/company?page=15&savedSearchId=1980479034&sessionId=GNE1jwWAS9iK2kf0zAWTvw%3D%3D,https://www.linkedin.com/company/39020/
Fundación Telefónica,432 empleados,Organizaciones comunitarias y sociales,10331361,[16],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=16&savedSearchId=1980479034&sessionId=5dxSQ5%2BRTsGbsNW31M1WiA%3D%3D,https://www.linkedin.com/company/10331361/
Cinfa,1 mil+ empleado,Fabricación de productos farmacéuticos,140579,[16],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=16&savedSearchId=1980479034&sessionId=5dxSQ5%2BRTsGbsNW31M1WiA%3D%3D,https://www.linkedin.com/company/140579/
Logista,2 mil+ empleados,"Transporte, logística, cadena de suministro y almacenamiento",22312,[16],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=16&savedSearchId=1980479034&sessionId=5dxSQ5%2BRTsGbsNW31M1WiA%3D%3D,https://www.linkedin.com/company/22312/
CASER,2 mil+ empleados,Seguros,57987,[16],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=16&savedSearchId=1980479034&sessionId=5dxSQ5%2BRTsGbsNW31M1WiA%3D%3D,https://www.linkedin.com/company/57987/
Universidad UDIMA,830 empleados,Enseñanza superior,443706,[16],50 mills. US$ - 100 mills. US$,https://www.linkedin.com/sales/search/company?page=16&savedSearchId=1980479034&sessionId=5dxSQ5%2BRTsGbsNW31M1WiA%3D%3D,https://www.linkedin.com/company/443706/
Genially,218 empleados,Desarrollo de software,9229212,[16],10 mills. US$ - 20 mills. US$,https://www.linkedin.com/sales/search/company?page=16&savedSearchId=1980479034&sessionId=5dxSQ5%2BRTsGbsNW31M1WiA%3D%3D,https://www.linkedin.com/company/9229212/
Santander Digital Services,"4,5 mil+ empleados",Servicios y consultoría de TI,18691038,[16],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=16&savedSearchId=1980479034&sessionId=5dxSQ5%2BRTsGbsNW31M1WiA%3D%3D,https://www.linkedin.com/company/18691038/
ACNUR Comité español,394 empleados,Organizaciones sin ánimo de lucro,10537713,[16],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=16&savedSearchId=1980479034&sessionId=5dxSQ5%2BRTsGbsNW31M1WiA%3D%3D,https://www.linkedin.com/company/10537713/
Universidad de Córdoba,3 mil+ empleados,Enseñanza superior,78187,[16],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=16&savedSearchId=1980479034&sessionId=5dxSQ5%2BRTsGbsNW31M1WiA%3D%3D,https://www.linkedin.com/company/78187/
Ditech Group,253 empleados,Servicios y consultoría de TI,11735166,[16],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=16&savedSearchId=1980479034&sessionId=5dxSQ5%2BRTsGbsNW31M1WiA%3D%3D,https://www.linkedin.com/company/11735166/
Instituto Nacional de la Seguridad Social INSS,"1,5 mil+ empleado",Administración pública,74689270,[16],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=16&savedSearchId=1980479034&sessionId=5dxSQ5%2BRTsGbsNW31M1WiA%3D%3D,https://www.linkedin.com/company/74689270/
VICIO,383 empleados,Restauración,69246295,[16],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=16&savedSearchId=1980479034&sessionId=5dxSQ5%2BRTsGbsNW31M1WiA%3D%3D,https://www.linkedin.com/company/69246295/
Ironhack,369 empleados,Gestión educativa,3297892,[16],10 mills. US$ - 20 mills. US$,https://www.linkedin.com/sales/search/company?page=16&savedSearchId=1980479034&sessionId=5dxSQ5%2BRTsGbsNW31M1WiA%3D%3D,https://www.linkedin.com/company/3297892/
"Bluetab, an IBM Company",1 mil+ empleado,Servicios y consultoría de TI,72652,[16],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=16&savedSearchId=1980479034&sessionId=5dxSQ5%2BRTsGbsNW31M1WiA%3D%3D,https://www.linkedin.com/company/72652/
Grupo Alter,930 empleados,Fabricación de productos farmacéuticos,3039480,[16],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=16&savedSearchId=1980479034&sessionId=5dxSQ5%2BRTsGbsNW31M1WiA%3D%3D,https://www.linkedin.com/company/3039480/
Italfarmaco España,1 mil+ empleado,Fabricación de productos farmacéuticos,82968,[16],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=16&savedSearchId=1980479034&sessionId=5dxSQ5%2BRTsGbsNW31M1WiA%3D%3D,https://www.linkedin.com/company/82968/
Grupo DISA,1 mil+ empleado,Petróleo y gas,354062,[16],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=16&savedSearchId=1980479034&sessionId=5dxSQ5%2BRTsGbsNW31M1WiA%3D%3D,https://www.linkedin.com/company/354062/
"Universidad Pablo de Olavide, de Sevilla","1,5 mil+ empleado",Enseñanza superior,108563,[16],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=16&savedSearchId=1980479034&sessionId=5dxSQ5%2BRTsGbsNW31M1WiA%3D%3D,https://www.linkedin.com/company/108563/
Pérez-Llorca,815 empleados,Servicios jurídicos,146314,[16],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=16&savedSearchId=1980479034&sessionId=5dxSQ5%2BRTsGbsNW31M1WiA%3D%3D,https://www.linkedin.com/company/146314/
La Salle BCN,1 mil+ empleado,Enseñanza superior,631471,[16],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=16&savedSearchId=1980479034&sessionId=5dxSQ5%2BRTsGbsNW31M1WiA%3D%3D,https://www.linkedin.com/company/631471/
Roca Group,"2,5 mil+ empleados",Industria manufacturera,486657,[16],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=16&savedSearchId=1980479034&sessionId=5dxSQ5%2BRTsGbsNW31M1WiA%3D%3D,https://www.linkedin.com/company/486657/
TÜV Rheinland Europe,1 mil+ empleado,Protección civil,965335,[16],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=16&savedSearchId=1980479034&sessionId=5dxSQ5%2BRTsGbsNW31M1WiA%3D%3D,https://www.linkedin.com/company/965335/
Vall d'Hebron Barcelona Hospital Campus,4 mil+ empleados,Hospitales y atención sanitaria,1193539,[16],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=16&savedSearchId=1980479034&sessionId=5dxSQ5%2BRTsGbsNW31M1WiA%3D%3D,https://www.linkedin.com/company/1193539/
GHENOVA,996 empleados,Servicios de diseño,403881,[16],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=16&savedSearchId=1980479034&sessionId=5dxSQ5%2BRTsGbsNW31M1WiA%3D%3D,https://www.linkedin.com/company/403881/
Universitat Rovira i Virgili,"2,5 mil+ empleados",Enseñanza superior,27358,[16],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=16&savedSearchId=1980479034&sessionId=5dxSQ5%2BRTsGbsNW31M1WiA%3D%3D,https://www.linkedin.com/company/27358/
Europa Press,594 empleados,Producción multimedia,42157,[17],50 mills. US$ - 100 mills. US$,https://www.linkedin.com/sales/search/company?page=17&savedSearchId=1980479034&sessionId=sij2X3ONSpmpWJa683%2FggA%3D%3D,https://www.linkedin.com/company/42157/
IMF Business School,528 empleados,Enseñanza superior,1232908,[17],50 mills. US$ - 100 mills. US$,https://www.linkedin.com/sales/search/company?page=17&savedSearchId=1980479034&sessionId=sij2X3ONSpmpWJa683%2FggA%3D%3D,https://www.linkedin.com/company/1232908/
Wallapop,464 empleados,"Tecnología, información e internet",3302579,[17],50 mills. US$ - 100 mills. US$,https://www.linkedin.com/sales/search/company?page=17&savedSearchId=1980479034&sessionId=sij2X3ONSpmpWJa683%2FggA%3D%3D,https://www.linkedin.com/company/3302579/
Baker Tilly Spain,430 empleados,Consultoría y servicios a empresas,4859802,[17],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=17&savedSearchId=1980479034&sessionId=sij2X3ONSpmpWJa683%2FggA%3D%3D,https://www.linkedin.com/company/4859802/
Cámara de Comercio de España,533 empleados,Consultoría y servicios a empresas,1282610,[17],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=17&savedSearchId=1980479034&sessionId=sij2X3ONSpmpWJa683%2FggA%3D%3D,https://www.linkedin.com/company/1282610/
MotoGP Sports Entertainment Group,731 empleados,Espectáculos deportivos,74378,[17],50 mills. US$ - 100 mills. US$,https://www.linkedin.com/sales/search/company?page=17&savedSearchId=1980479034&sessionId=sij2X3ONSpmpWJa683%2FggA%3D%3D,https://www.linkedin.com/company/74378/
Garaje de ideas | Groupe EDG,433 empleados,Servicios y consultoría de TI,2629927,[17],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=17&savedSearchId=1980479034&sessionId=sij2X3ONSpmpWJa683%2FggA%3D%3D,https://www.linkedin.com/company/2629927/
ONCE,3 mil+ empleados,Organizaciones comunitarias y sociales,2544451,[17],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=17&savedSearchId=1980479034&sessionId=sij2X3ONSpmpWJa683%2FggA%3D%3D,https://www.linkedin.com/company/2544451/
Grefusa,464 empleados,Servicios de alimentos y bebidas,5277246,[17],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=17&savedSearchId=1980479034&sessionId=sij2X3ONSpmpWJa683%2FggA%3D%3D,https://www.linkedin.com/company/5277246/
