companyName,employees,industry,linkedin_id,page,revenue,source_url,url
mesoestetic® Pharma Group,413 empleados,Fabricación de productos farmacéuticos,1283568,[31],50 mills. US$ - 100 mills. US$,https://www.linkedin.com/sales/search/company?page=31&savedSearchId=1980479034&sessionId=AQp2%2Br3%2BQ8u9aOOmMUZlfw%3D%3D,https://www.linkedin.com/company/1283568/
CAPSA FOOD,689 empleados,Fabricación de alimentos y bebidas,51115,[31],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=31&savedSearchId=1980479034&sessionId=AQp2%2Br3%2BQ8u9aOOmMUZlfw%3D%3D,https://www.linkedin.com/company/51115/
Correos Express,"2,5 mil+ empleados","Transporte, logística, cadena de suministro y almacenamiento",5150565,[31],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=31&savedSearchId=1980479034&sessionId=AQp2%2Br3%2BQ8u9aOOmMUZlfw%3D%3D,https://www.linkedin.com/company/5150565/
Hipoges,1 mil+ empleado,Servicios financieros,2423768,[31],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=31&savedSearchId=1980479034&sessionId=AQp2%2Br3%2BQ8u9aOOmMUZlfw%3D%3D,https://www.linkedin.com/company/2423768/
SELLBYTEL Group Spain,263 empleados,Consultoría de externalización y deslocalización,2452110,[31],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=31&savedSearchId=1980479034&sessionId=AQp2%2Br3%2BQ8u9aOOmMUZlfw%3D%3D,https://www.linkedin.com/company/2452110/
Schindler España,1 mil+ empleado,Fabricación de maquinaria,2625613,[31],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=31&savedSearchId=1980479034&sessionId=AQp2%2Br3%2BQ8u9aOOmMUZlfw%3D%3D,https://www.linkedin.com/company/2625613/
NUNSYS,859 empleados,Servicios y consultoría de TI,2636600,[31],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=31&savedSearchId=1980479034&sessionId=AQp2%2Br3%2BQ8u9aOOmMUZlfw%3D%3D,https://www.linkedin.com/company/2636600/
ALESTIS AEROSPACE,740 empleados,Aeronáutica y aviación,581659,[31],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=31&savedSearchId=1980479034&sessionId=AQp2%2Br3%2BQ8u9aOOmMUZlfw%3D%3D,https://www.linkedin.com/company/581659/
PANGEA The Travel Store,277 empleados,Organización de viajes,9277538,[32],10 mills. US$ - 20 mills. US$,https://www.linkedin.com/sales/search/company?page=32&savedSearchId=1980479034&sessionId=wbEzO9OZTvu1PIJsukjlHA%3D%3D,https://www.linkedin.com/company/9277538/
PKF Attest,823 empleados,Consultoría y servicios a empresas,1078028,[32],100 mills. US$ - 500 mills. US$,https://www.linkedin.com/sales/search/company?page=32&savedSearchId=1980479034&sessionId=wbEzO9OZTvu1PIJsukjlHA%3D%3D,https://www.linkedin.com/company/1078028/
Fotowatio Renewable Ventures (FRV),372 empleados,Generación de energía eléctrica solar,262923,[32],50 mills. US$ - 100 mills. US$,https://www.linkedin.com/sales/search/company?page=32&savedSearchId=1980479034&sessionId=wbEzO9OZTvu1PIJsukjlHA%3D%3D,https://www.linkedin.com/company/262923/
Fundación Universitaria Iberoamericana (FUNIBER),774 empleados,Programas de gestión educativa,379768,[32],100 mills. US$ - 500 mills. US$,https://www.linkedin.com/sales/search/company?page=32&savedSearchId=1980479034&sessionId=wbEzO9OZTvu1PIJsukjlHA%3D%3D,https://www.linkedin.com/company/379768/
CESIF,369 empleados,Enseñanza superior,1212763,[32],10 mills. US$ - 20 mills. US$,https://www.linkedin.com/sales/search/company?page=32&savedSearchId=1980479034&sessionId=wbEzO9OZTvu1PIJsukjlHA%3D%3D,https://www.linkedin.com/company/1212763/
Audax Renovables,367 empleados,Generación de energía renovable,203502,[32],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=32&savedSearchId=1980479034&sessionId=wbEzO9OZTvu1PIJsukjlHA%3D%3D,https://www.linkedin.com/company/203502/
Keytel,262 empleados,Hostelería,2106966,[32],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=32&savedSearchId=1980479034&sessionId=wbEzO9OZTvu1PIJsukjlHA%3D%3D,https://www.linkedin.com/company/2106966/
Habitat Inmobiliaria,281 empleados,Bienes inmuebles,1291270,[32],10 mills. US$ - 20 mills. US$,https://www.linkedin.com/sales/search/company?page=32&savedSearchId=1980479034&sessionId=wbEzO9OZTvu1PIJsukjlHA%3D%3D,https://www.linkedin.com/company/1291270/
ULMA Packaging,864 empleados,Fabricación de maquinaria,3015637,[32],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=32&savedSearchId=1980479034&sessionId=wbEzO9OZTvu1PIJsukjlHA%3D%3D,https://www.linkedin.com/company/3015637/
MTS Globe,1 mil+ empleado,Organización de viajes,5283353,[32],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=32&savedSearchId=1980479034&sessionId=wbEzO9OZTvu1PIJsukjlHA%3D%3D,https://www.linkedin.com/company/5283353/
Santalucía Seguros,3 mil+ empleados,Seguros,2717882,[32],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=32&savedSearchId=1980479034&sessionId=wbEzO9OZTvu1PIJsukjlHA%3D%3D,https://www.linkedin.com/company/2717882/
GM Food,385 empleados,Comercio al por mayor,18552309,[32],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=32&savedSearchId=1980479034&sessionId=wbEzO9OZTvu1PIJsukjlHA%3D%3D,https://www.linkedin.com/company/18552309/
BBVA Research,3 mil+ empleados,Servicios de investigación,2539533,[32],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=32&savedSearchId=1980479034&sessionId=wbEzO9OZTvu1PIJsukjlHA%3D%3D,https://www.linkedin.com/company/2539533/
ACCOM,282 empleados,Servicios de publicidad,10087591,[32],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=32&savedSearchId=1980479034&sessionId=wbEzO9OZTvu1PIJsukjlHA%3D%3D,https://www.linkedin.com/company/10087591/
Finsa,1 mil+ empleado,Materiales de construcción,1318636,[32],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=32&savedSearchId=1980479034&sessionId=wbEzO9OZTvu1PIJsukjlHA%3D%3D,https://www.linkedin.com/company/1318636/
Cibernos,589 empleados,Servicios y consultoría de TI,54634,[32],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=32&savedSearchId=1980479034&sessionId=wbEzO9OZTvu1PIJsukjlHA%3D%3D,https://www.linkedin.com/company/54634/
Juver Alimentación,216 empleados,Servicios de alimentos y bebidas,527597,[32],50 mills. US$ - 100 mills. US$,https://www.linkedin.com/sales/search/company?page=32&savedSearchId=1980479034&sessionId=wbEzO9OZTvu1PIJsukjlHA%3D%3D,https://www.linkedin.com/company/527597/
IMED Hospitales,1 mil+ empleado,Hospitales y atención sanitaria,1413269,[32],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=32&savedSearchId=1980479034&sessionId=wbEzO9OZTvu1PIJsukjlHA%3D%3D,https://www.linkedin.com/company/1413269/
Aristocrazy,355 empleados,Comercio al por menor de artículos de lujo y joyería,1890471,[32],50 mills. US$ - 100 mills. US$,https://www.linkedin.com/sales/search/company?page=32&savedSearchId=1980479034&sessionId=wbEzO9OZTvu1PIJsukjlHA%3D%3D,https://www.linkedin.com/company/1890471/
Food Delivery Brands,842 empleados,Servicios de alimentos y bebidas,71402781,[32],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=32&savedSearchId=1980479034&sessionId=wbEzO9OZTvu1PIJsukjlHA%3D%3D,https://www.linkedin.com/company/71402781/
Universidad Europea del Atlántico,347 empleados,Enseñanza superior,9224649,[32],10 mills. US$ - 20 mills. US$,https://www.linkedin.com/sales/search/company?page=32&savedSearchId=1980479034&sessionId=wbEzO9OZTvu1PIJsukjlHA%3D%3D,https://www.linkedin.com/company/9224649/
NACEX,"1,5 mil+ empleado",Transporte de mercancías y paquetes,687265,[32],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=32&savedSearchId=1980479034&sessionId=wbEzO9OZTvu1PIJsukjlHA%3D%3D,https://www.linkedin.com/company/687265/
Copernicus,363 empleados,Servicios financieros,2933854,[32],50 mills. US$ - 100 mills. US$,https://www.linkedin.com/sales/search/company?page=32&savedSearchId=1980479034&sessionId=wbEzO9OZTvu1PIJsukjlHA%3D%3D,https://www.linkedin.com/company/2933854/
FUNDACIÓN MUJERES,280 empleados,Organizaciones comunitarias y sociales,2661110,[32],10 mills. US$ - 20 mills. US$,https://www.linkedin.com/sales/search/company?page=32&savedSearchId=1980479034&sessionId=wbEzO9OZTvu1PIJsukjlHA%3D%3D,https://www.linkedin.com/company/2661110/
Ibercaja,3 mil+ empleados,Banca,82982,[32],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=32&savedSearchId=1980479034&sessionId=wbEzO9OZTvu1PIJsukjlHA%3D%3D,https://www.linkedin.com/company/82982/
Sofinco España,257 empleados,Servicios financieros,30168397,[33],10 mills. US$ - 20 mills. US$,https://www.linkedin.com/sales/search/company?page=33&savedSearchId=1980479034&sessionId=BXPEeNYyRgG41c5HmG5x4w%3D%3D,https://www.linkedin.com/company/30168397/
Hawkers Group,479 empleados,Comercio al por menor de prendas de vestir y moda,10049346,[33],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=33&savedSearchId=1980479034&sessionId=BXPEeNYyRgG41c5HmG5x4w%3D%3D,https://www.linkedin.com/company/10049346/
Revlon Professional,811 empleados,Fabricación de productos de cuidado personal,40267,[33],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=33&savedSearchId=1980479034&sessionId=BXPEeNYyRgG41c5HmG5x4w%3D%3D,https://www.linkedin.com/company/40267/
Wamos Air,830 empleados,Aeronáutica y aviación,19136872,[33],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=33&savedSearchId=1980479034&sessionId=BXPEeNYyRgG41c5HmG5x4w%3D%3D,https://www.linkedin.com/company/19136872/
Kings League,387 empleados,Proveedores de entretenimiento,103227118,[33],10 mills. US$ - 20 mills. US$,https://www.linkedin.com/sales/search/company?page=33&savedSearchId=1980479034&sessionId=BXPEeNYyRgG41c5HmG5x4w%3D%3D,https://www.linkedin.com/company/103227118/
Colegio Oficial de Farmacéuticos de Madrid,"6,5 mil+ empleados",Salud y servicios sociales,1342388,[33],10 mills. US$ - 20 mills. US$,https://www.linkedin.com/sales/search/company?page=33&savedSearchId=1980479034&sessionId=BXPEeNYyRgG41c5HmG5x4w%3D%3D,https://www.linkedin.com/company/1342388/
BSM,770 empleados,Servicios públicos,1543339,[33],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=33&savedSearchId=1980479034&sessionId=BXPEeNYyRgG41c5HmG5x4w%3D%3D,https://www.linkedin.com/company/1543339/
BBVA Asset Management en España,958 empleados,Gestión de inversiones,2284048,[33],50 mills. US$ - 100 mills. US$,https://www.linkedin.com/sales/search/company?page=33&savedSearchId=1980479034&sessionId=BXPEeNYyRgG41c5HmG5x4w%3D%3D,https://www.linkedin.com/company/2284048/
GCO,914 empleados,Seguros,1020947,[33],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=33&savedSearchId=1980479034&sessionId=BXPEeNYyRgG41c5HmG5x4w%3D%3D,https://www.linkedin.com/company/1020947/
Vector Renewables,216 empleados,Consultoría de operaciones,2327504,[33],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=33&savedSearchId=1980479034&sessionId=BXPEeNYyRgG41c5HmG5x4w%3D%3D,https://www.linkedin.com/company/2327504/
Only YOU Hotels,391 empleados,Hostelería,3275585,[33],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=33&savedSearchId=1980479034&sessionId=BXPEeNYyRgG41c5HmG5x4w%3D%3D,https://www.linkedin.com/company/3275585/
Universidad Isabel I,590 empleados,Enseñanza superior,2558323,[33],100 mills. US$ - 500 mills. US$,https://www.linkedin.com/sales/search/company?page=33&savedSearchId=1980479034&sessionId=BXPEeNYyRgG41c5HmG5x4w%3D%3D,https://www.linkedin.com/company/2558323/
Telepizza,7 mil+ empleados,Hostelería,45256,[33],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=33&savedSearchId=1980479034&sessionId=BXPEeNYyRgG41c5HmG5x4w%3D%3D,https://www.linkedin.com/company/45256/
Grupo 5 Acción y Gestión Social,1 mil+ empleado,Organizaciones comunitarias y sociales,719527,[33],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=33&savedSearchId=1980479034&sessionId=BXPEeNYyRgG41c5HmG5x4w%3D%3D,https://www.linkedin.com/company/719527/
Adeslas,"1,5 mil+ empleado",Seguros,39981,[33],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=33&savedSearchId=1980479034&sessionId=BXPEeNYyRgG41c5HmG5x4w%3D%3D,https://www.linkedin.com/company/39981/
Florette Ibérica,607 empleados,Servicios de alimentos y bebidas,3490378,[33],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=33&savedSearchId=1980479034&sessionId=BXPEeNYyRgG41c5HmG5x4w%3D%3D,https://www.linkedin.com/company/3490378/
Grupo MASMOVIL,635 empleados,Telecomunicaciones,664046,[33],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=33&savedSearchId=1980479034&sessionId=BXPEeNYyRgG41c5HmG5x4w%3D%3D,https://www.linkedin.com/company/664046/
"Toyota España, S.L.U.",424 empleados,Fabricación de vehículos de motor,354473,[33],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=33&savedSearchId=1980479034&sessionId=BXPEeNYyRgG41c5HmG5x4w%3D%3D,https://www.linkedin.com/company/354473/
Globant GUT,384 empleados,Consultoría y servicios a empresas,11864992,[33],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=33&savedSearchId=1980479034&sessionId=BXPEeNYyRgG41c5HmG5x4w%3D%3D,https://www.linkedin.com/company/11864992/
metrovacesa,300 empleados,Bienes inmuebles,42769,[33],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=33&savedSearchId=1980479034&sessionId=BXPEeNYyRgG41c5HmG5x4w%3D%3D,https://www.linkedin.com/company/42769/
SanLucar Company,804 empleados,Alimentación y bebidas,2459660,[33],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=33&savedSearchId=1980479034&sessionId=BXPEeNYyRgG41c5HmG5x4w%3D%3D,https://www.linkedin.com/company/2459660/
BOSLAN Ingeniería y Consultoría,572 empleados,Servicios de ingeniería,1747625,[33],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=33&savedSearchId=1980479034&sessionId=BXPEeNYyRgG41c5HmG5x4w%3D%3D,https://www.linkedin.com/company/1747625/
Pullmantur Cruceros,1 mil+ empleado,Organización de viajes,305631,[33],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=33&savedSearchId=1980479034&sessionId=BXPEeNYyRgG41c5HmG5x4w%3D%3D,https://www.linkedin.com/company/305631/
Dermofarm,416 empleados,Fabricación de productos de cuidado personal,73798,[33],50 mills. US$ - 100 mills. US$,https://www.linkedin.com/sales/search/company?page=33&savedSearchId=1980479034&sessionId=BXPEeNYyRgG41c5HmG5x4w%3D%3D,https://www.linkedin.com/company/73798/
Paack,1 mil+ empleado,Transporte de mercancías y paquetes,9481902,[33],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=33&savedSearchId=1980479034&sessionId=BXPEeNYyRgG41c5HmG5x4w%3D%3D,https://www.linkedin.com/company/9481902/
beon. Worldwide,225 empleados,Servicios de eventos,11195324,[34],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=34&savedSearchId=1980479034&sessionId=ZDph6Z25T3mFz1g7zfDCqQ%3D%3D,https://www.linkedin.com/company/11195324/
Generalitat Valenciana,"8,5 mil+ empleados",Administración pública,1441603,[34],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=34&savedSearchId=1980479034&sessionId=ZDph6Z25T3mFz1g7zfDCqQ%3D%3D,https://www.linkedin.com/company/1441603/
Ontier,307 empleados,Despachos de abogados,3552222,[34],50 mills. US$ - 100 mills. US$,https://www.linkedin.com/sales/search/company?page=34&savedSearchId=1980479034&sessionId=ZDph6Z25T3mFz1g7zfDCqQ%3D%3D,https://www.linkedin.com/company/3552222/
Transports Metropolitans de Barcelona (TMB),"2,5 mil+ empleados",Servicios públicos,489183,[34],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=34&savedSearchId=1980479034&sessionId=ZDph6Z25T3mFz1g7zfDCqQ%3D%3D,https://www.linkedin.com/company/489183/
¡HOLA!,2 mil+ empleados,"Edición de libros, periódicos y revistas",72149,[34],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=34&savedSearchId=1980479034&sessionId=ZDph6Z25T3mFz1g7zfDCqQ%3D%3D,https://www.linkedin.com/company/72149/
Loewe Perfumes,286 empleados,Fabricación de productos de cuidado personal,2284415,[34],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=34&savedSearchId=1980479034&sessionId=ZDph6Z25T3mFz1g7zfDCqQ%3D%3D,https://www.linkedin.com/company/2284415/
Ormazabal,1 mil+ empleado,Fabricación de equipos eléctricos,120589,[34],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=34&savedSearchId=1980479034&sessionId=ZDph6Z25T3mFz1g7zfDCqQ%3D%3D,https://www.linkedin.com/company/120589/
"Igenomix, Part of Vitrolife Group",323 empleados,Investigación biotecnológica,2973319,[34],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=34&savedSearchId=1980479034&sessionId=ZDph6Z25T3mFz1g7zfDCqQ%3D%3D,https://www.linkedin.com/company/2973319/
CUNEF Universidad,621 empleados,Enseñanza superior,551800,[34],10 mills. US$ - 20 mills. US$,https://www.linkedin.com/sales/search/company?page=34&savedSearchId=1980479034&sessionId=ZDph6Z25T3mFz1g7zfDCqQ%3D%3D,https://www.linkedin.com/company/551800/
Deoleo,826 empleados,Alimentación y bebidas,2253376,[34],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=34&savedSearchId=1980479034&sessionId=ZDph6Z25T3mFz1g7zfDCqQ%3D%3D,https://www.linkedin.com/company/2253376/
Gonvarri Industries,798 empleados,Minería,2321130,[34],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=34&savedSearchId=1980479034&sessionId=ZDph6Z25T3mFz1g7zfDCqQ%3D%3D,https://www.linkedin.com/company/2321130/
AltamarCAM Partners,337 empleados,Gestión de inversiones,1544607,[34],50 mills. US$ - 100 mills. US$,https://www.linkedin.com/sales/search/company?page=34&savedSearchId=1980479034&sessionId=ZDph6Z25T3mFz1g7zfDCqQ%3D%3D,https://www.linkedin.com/company/1544607/
Olympic Channel Services,258 empleados,Espectáculos deportivos,10838990,[34],10 mills. US$ - 20 mills. US$,https://www.linkedin.com/sales/search/company?page=34&savedSearchId=1980479034&sessionId=ZDph6Z25T3mFz1g7zfDCqQ%3D%3D,https://www.linkedin.com/company/10838990/
RUBI Group,432 empleados,Fabricación de maquinaria,3602883,[34],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=34&savedSearchId=1980479034&sessionId=ZDph6Z25T3mFz1g7zfDCqQ%3D%3D,https://www.linkedin.com/company/3602883/
Vidrala,642 empleados,Fabricación de envases y embalajes,700461,[34],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=34&savedSearchId=1980479034&sessionId=ZDph6Z25T3mFz1g7zfDCqQ%3D%3D,https://www.linkedin.com/company/700461/
ClearPeaks,206 empleados,Servicios y consultoría de TI,51571,[34],10 mills. US$ - 20 mills. US$,https://www.linkedin.com/sales/search/company?page=34&savedSearchId=1980479034&sessionId=ZDph6Z25T3mFz1g7zfDCqQ%3D%3D,https://www.linkedin.com/company/51571/
Suntory Beverage & Food Spain,441 empleados,Servicios de alimentos y bebidas,68045907,[34],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=34&savedSearchId=1980479034&sessionId=ZDph6Z25T3mFz1g7zfDCqQ%3D%3D,https://www.linkedin.com/company/68045907/
SER,2 mil+ empleados,Producción y distribución audiovisual,67689,[34],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=34&savedSearchId=1980479034&sessionId=ZDph6Z25T3mFz1g7zfDCqQ%3D%3D,https://www.linkedin.com/company/67689/
Laboratorios Ordesa,380 empleados,Comercio al por mayor de productos farmacéuticos y artículos diversos,1375325,[34],50 mills. US$ - 100 mills. US$,https://www.linkedin.com/sales/search/company?page=34&savedSearchId=1980479034&sessionId=ZDph6Z25T3mFz1g7zfDCqQ%3D%3D,https://www.linkedin.com/company/1375325/
Banco Popular,"2,5 mil+ empleados",Banca,706505,[34],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=34&savedSearchId=1980479034&sessionId=ZDph6Z25T3mFz1g7zfDCqQ%3D%3D,https://www.linkedin.com/company/706505/
Adam Foods,324 empleados,Servicios de alimentos y bebidas,10575638,[34],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=34&savedSearchId=1980479034&sessionId=ZDph6Z25T3mFz1g7zfDCqQ%3D%3D,https://www.linkedin.com/company/10575638/
Universidad de Burgos,1 mil+ empleado,Enseñanza superior,308951,[34],100 mills. US$ - 500 mills. US$,https://www.linkedin.com/sales/search/company?page=34&savedSearchId=1980479034&sessionId=ZDph6Z25T3mFz1g7zfDCqQ%3D%3D,https://www.linkedin.com/company/308951/
"Cámara de Comercio, Industria y Servicios de Madrid",598 empleados,Desarrollo y comercio internacional,104778,[34],10 mills. US$ - 20 mills. US$,https://www.linkedin.com/sales/search/company?page=34&savedSearchId=1980479034&sessionId=ZDph6Z25T3mFz1g7zfDCqQ%3D%3D,https://www.linkedin.com/company/104778/
Amara NZero,704 empleados,Servicios para energías renovables,643277,[34],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=34&savedSearchId=1980479034&sessionId=ZDph6Z25T3mFz1g7zfDCqQ%3D%3D,https://www.linkedin.com/company/643277/
Dils Lucas Fox,349 empleados,Bienes inmuebles,565202,[34],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=34&savedSearchId=1980479034&sessionId=ZDph6Z25T3mFz1g7zfDCqQ%3D%3D,https://www.linkedin.com/company/565202/
UPC School (Universitat Politècnica de Catalunya),600 empleados,Enseñanza superior,720223,[35],20 mills. US$ - 50 mills. US$,https://www.linkedin.com/sales/search/company?page=35&savedSearchId=1980479034&sessionId=VnkG88sxQKeQAlyhjbUt1A%3D%3D,https://www.linkedin.com/company/720223/
bonÀrea Agrupa,2 mil+ empleados,Servicios de alimentos y bebidas,838834,[35],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=35&savedSearchId=1980479034&sessionId=VnkG88sxQKeQAlyhjbUt1A%3D%3D,https://www.linkedin.com/company/838834/
VidaCaixa,871 empleados,Seguros,3609200,[35],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=35&savedSearchId=1980479034&sessionId=VnkG88sxQKeQAlyhjbUt1A%3D%3D,https://www.linkedin.com/company/3609200/
Barcelona Institute for Global Health (ISGlobal),552 empleados,Servicios de bienestar y mantenimiento físico,1992859,[35],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=35&savedSearchId=1980479034&sessionId=VnkG88sxQKeQAlyhjbUt1A%3D%3D,https://www.linkedin.com/company/1992859/
Ontime Logística Integral,1 mil+ empleado,"Transporte, logística, cadena de suministro y almacenamiento",10171301,[35],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=35&savedSearchId=1980479034&sessionId=VnkG88sxQKeQAlyhjbUt1A%3D%3D,https://www.linkedin.com/company/10171301/
ROSA CLARÁ GROUP,520 empleados,Comercio al por menor de prendas de vestir y moda,3173554,[35],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=35&savedSearchId=1980479034&sessionId=VnkG88sxQKeQAlyhjbUt1A%3D%3D,https://www.linkedin.com/company/3173554/
"Metro de Madrid, S.A.","1,5 mil+ empleado",Servicios de transporte urbano,76105,[35],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=35&savedSearchId=1980479034&sessionId=VnkG88sxQKeQAlyhjbUt1A%3D%3D,https://www.linkedin.com/company/76105/
Frit Ravich,743 empleados,Servicios de alimentos y bebidas,10817594,[35],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=35&savedSearchId=1980479034&sessionId=VnkG88sxQKeQAlyhjbUt1A%3D%3D,https://www.linkedin.com/company/10817594/
Perfumerías Primor,3 mil+ empleados,Fabricación de productos de cuidado personal,5203435,[35],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=35&savedSearchId=1980479034&sessionId=VnkG88sxQKeQAlyhjbUt1A%3D%3D,https://www.linkedin.com/company/5203435/
SICE,"1,5 mil+ empleado",Servicios y consultoría de TI,26391,[35],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=35&savedSearchId=1980479034&sessionId=VnkG88sxQKeQAlyhjbUt1A%3D%3D,https://www.linkedin.com/company/26391/
Laboratorio Echevarne,576 empleados,Laboratorios médicos y de diagnóstico,941513,[35],100 mills. US$ - 500 mills. US$,https://www.linkedin.com/sales/search/company?page=35&savedSearchId=1980479034&sessionId=VnkG88sxQKeQAlyhjbUt1A%3D%3D,https://www.linkedin.com/company/941513/
GLS Spain,"1,5 mil+ empleado",Transporte terrestre en camión,28603693,[35],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=35&savedSearchId=1980479034&sessionId=VnkG88sxQKeQAlyhjbUt1A%3D%3D,https://www.linkedin.com/company/28603693/
Vía Célere,205 empleados,Bienes inmuebles,2238632,[35],100 mills. US$ - 500 mills. US$,https://www.linkedin.com/sales/search/company?page=35&savedSearchId=1980479034&sessionId=VnkG88sxQKeQAlyhjbUt1A%3D%3D,https://www.linkedin.com/company/2238632/
Grupo Vips,"1,5 mil+ empleado",Restauración,74856,[35],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=35&savedSearchId=1980479034&sessionId=VnkG88sxQKeQAlyhjbUt1A%3D%3D,https://www.linkedin.com/company/74856/
Gransolar Group,322 empleados,Generación de energía renovable,20338176,[35],500 mills. US$ - 1 mil mills. US$,https://www.linkedin.com/sales/search/company?page=35&savedSearchId=1980479034&sessionId=VnkG88sxQKeQAlyhjbUt1A%3D%3D,https://www.linkedin.com/company/20338176/
Kutxabank,2 mil+ empleados,Banca,2580361,[35],1 mil mills. US$ - 1 bills. US$,https://www.linkedin.com/sales/search/company?page=35&savedSearchId=1980479034&sessionId=VnkG88sxQKeQAlyhjbUt1A%3D%3D,https://www.linkedin.com/company/2580361/
